title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
Attack on Titan,"Action, Drama, Fantasy, Mystery",WIT STUDIO,25,2013,TV,84,AniList
Demon Slayer: Kimetsu no Yaiba,"Action, Adventure, Drama, Fantasy, Supernatural",ufotable,26,2019,TV,82,AniList
Death Note,"Mystery, Psychological, Supernatural, Thriller",MADHOUSE,37,2006,TV,84,AniList
JUJUTSU KAISEN,"Action, Drama, Supernatural",Toho,24,2020,TV,85,AniList
My Hero Academia,"Action, Adventure, Comedy",bones,13,2016,TV,76,AniList
Hunter x Hunter (2011),"Action, Adventure, Fantasy",MADHOUSE,148,2011,TV,89,AniList
One-Punch Man,"Action, Comedy, Sci-Fi, Supernatural",MADHOUSE,12,2015,TV,83,AniList
Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Supernatural",Studio Pierrot,12,2014,TV,75,AniList
Attack on Titan Season 2,"Action, Drama, Fantasy, Mystery",WIT STUDIO,12,2017,TV,84,AniList
Sword Art Online,"Action, Adventure, Fantasy, Romance",Aniplex,25,2012,TV,69,AniList
Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy",bones,64,2009,TV,90,AniList
ONE PIECE,"Action, Adventure, Comedy, Drama, Fantasy",Toei Animation,,1999,TV,88,AniList
Naruto,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",Studio Pierrot,220,2002,TV,79,AniList
Your Name.,"Drama, Romance, Supernatural",CoMix Wave,1,2016,MOVIE,85,AniList
A Silent Voice,"Drama, Romance, Slice of Life",Kyoto Animation,1,2016,MOVIE,88,AniList
Attack on Titan Season 3,"Action, Drama, Fantasy, Mystery",WIT STUDIO,12,2018,TV,85,AniList
My Hero Academia Season 2,"Action, Adventure, Comedy",bones,25,2017,TV,79,AniList
The Promised Neverland,"Drama, Fantasy, Horror, Mystery, Psychological, Thriller",CloverWorks,12,2019,TV,83,AniList
Attack on Titan Final Season,"Action, Drama, Fantasy, Mystery",MAPPA,16,2020,TV,86,AniList
Assassination Classroom,"Action, Comedy, Drama, Supernatural",Lerche,22,2015,TV,79,AniList
Mob Psycho 100,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural",bones,12,2016,TV,84,AniList
My Hero Academia Season 3,"Action, Adventure, Comedy, Drama",bones,25,2018,TV,79,AniList
Your lie in April,"Drama, Music, Romance, Slice of Life",A-1 Pictures,22,2014,TV,84,AniList
ERASED,"Drama, Mystery, Psychological, Supernatural, Thriller",A-1 Pictures,12,2016,TV,81,AniList
Naruto: Shippuden,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",Studio Pierrot,500,2007,TV,81,AniList
Attack on Titan Season 3 Part 2,"Action, Drama, Fantasy, Mystery",WIT STUDIO,10,2019,TV,89,AniList
Re:ZERO -Starting Life in Another World-,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller",WHITE FOX,25,2016,TV,81,AniList
Steins;Gate,"Drama, Psychological, Sci-Fi, Thriller",Frontier Works,24,2011,TV,89,AniList
HAIKYU!!,"Comedy, Drama, Sports",Production I.G,25,2014,TV,83,AniList
Rascal Does Not Dream of Bunny Girl Senpai,"Comedy, Drama, Mystery, Psychological, Romance, Supernatural",CloverWorks,13,2018,TV,80,AniList
Black Clover,"Action, Adventure, Comedy, Fantasy",Studio Pierrot,170,2017,TV,78,AniList
Noragami,"Action, Adventure, Comedy, Supernatural",bones,12,2014,TV,77,AniList
"No Game, No Life","Adventure, Comedy, Ecchi, Fantasy",MADHOUSE,12,2014,TV,77,AniList
Chainsaw Man,"Action, Drama, Horror, Supernatural",MAPPA,12,2022,TV,84,AniList
Kaguya-sama: Love is War,"Comedy, Psychological, Romance, Slice of Life",A-1 Pictures,12,2019,TV,83,AniList
Toradora!,"Comedy, Drama, Romance, Slice of Life",Genco,25,2008,TV,78,AniList
Dr. STONE,"Action, Adventure, Comedy, Sci-Fi",TMS Entertainment,24,2019,TV,81,AniList
Violet Evergarden,"Drama, Fantasy, Slice of Life",Kyoto Animation,13,2018,TV,85,AniList
Akame ga Kill!,"Action, Adventure, Drama, Fantasy, Horror, Psychological, Thriller",WHITE FOX,24,2014,TV,72,AniList
My Hero Academia Season 4,"Action, Adventure, Comedy, Drama, Sci-Fi",bones,25,2019,TV,78,AniList
The Seven Deadly Sins,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",A-1 Pictures,24,2014,TV,73,AniList
SPY x FAMILY,"Action, Comedy, Slice of Life, Supernatural",CloverWorks,12,2022,TV,84,AniList
KONOSUBA -God's blessing on this wonderful world!,"Adventure, Comedy, Ecchi, Fantasy",Studio DEEN,10,2016,TV,79,AniList
Vinland Saga,"Action, Adventure, Drama",WIT STUDIO,24,2019,TV,87,AniList
Parasyte -the maxim-,"Action, Drama, Horror, Psychological, Sci-Fi",MADHOUSE,24,2014,TV,81,AniList
Horimiya,"Comedy, Romance, Slice of Life",CloverWorks,13,2021,TV,81,AniList
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",ufotable,1,2020,MOVIE,84,AniList
DARLING in the FRANXX,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",TRIGGER,24,2018,TV,68,AniList
Code Geass: Lelouch of the Rebellion,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,25,2006,TV,85,AniList
Bleach,"Action, Adventure, Supernatural",Studio Pierrot,366,2004,TV,78,AniList
Death Parade,"Drama, Mystery, Psychological, Supernatural, Thriller",MADHOUSE,12,2015,TV,80,AniList
Blue Exorcist,"Action, Fantasy, Supernatural",Aniplex,25,2011,TV,72,AniList
Neon Genesis Evangelion,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",Gainax,26,1995,TV,83,AniList
Spirited Away,"Adventure, Drama, Fantasy, Supernatural",Studio Ghibli,1,2001,MOVIE,86,AniList
JoJo's Bizarre Adventure (TV),"Action, Adventure, Supernatural",David Production,26,2012,TV,77,AniList
Cowboy Bebop,"Action, Adventure, Drama, Sci-Fi",Sunrise,26,1998,TV,86,AniList
One-Punch Man Season 2,"Action, Comedy, Sci-Fi, Supernatural",J.C.STAFF,12,2019,TV,74,AniList
Fire Force,"Action, Drama, Sci-Fi, Supernatural",David Production,24,2019,TV,76,AniList
Kakegurui,"Drama, Mystery, Psychological",MAPPA,12,2017,TV,70,AniList
Sword Art Online II,"Action, Adventure, Fantasy, Sci-Fi",Aniplex,24,2014,TV,65,AniList
Angel Beats!,"Action, Comedy, Drama, Supernatural",Aniplex,13,2010,TV,77,AniList
The Rising of the Shield Hero,"Action, Adventure, Fantasy",Kinema Citrus,25,2019,TV,77,AniList
Mob Psycho 100 II,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural",bones,13,2019,TV,88,AniList
Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,"Action, Adventure, Fantasy, Supernatural",ufotable,11,2021,TV,86,AniList
Tokyo Revengers,"Action, Drama, Romance, Supernatural",LIDENFILMS,24,2021,TV,77,AniList
The Future Diary,"Action, Horror, Mystery, Psychological, Supernatural, Thriller",Funimation,26,2011,TV,68,AniList
Kaguya-sama: Love is War?,"Comedy, Psychological, Romance, Slice of Life",A-1 Pictures,12,2020,TV,86,AniList
That Time I Got Reincarnated as a Slime,"Action, Adventure, Comedy, Fantasy",8-bit,24,2018,TV,80,AniList
Charlotte,"Comedy, Drama, Romance, Sci-Fi, Supernatural",P.A.WORKS,13,2015,TV,75,AniList
Kill la Kill,"Action, Comedy, Ecchi",Aniplex,24,2013,TV,79,AniList
Bungo Stray Dogs,"Action, Comedy, Mystery, Supernatural",bones,12,2016,TV,77,AniList
Classroom of the Elite,"Drama, Psychological",Lerche,12,2017,TV,76,AniList
Mushoku Tensei: Jobless Reincarnation,"Adventure, Drama, Ecchi, Fantasy",Studio Bind,11,2021,TV,82,AniList
Food Wars!,"Comedy, Ecchi",J.C.STAFF,24,2015,TV,79,AniList
JUJUTSU KAISEN Season 2,"Action, Drama, Supernatural",MAPPA,23,2023,TV,87,AniList
Anohana: The Flower We Saw That Day,"Drama, Romance, Slice of Life, Supernatural",Aniplex,11,2011,TV,80,AniList
Tokyo Ghoul √A,"Action, Drama, Horror, Mystery, Psychological, Supernatural",Studio Pierrot,12,2015,TV,66,AniList
Attack on Titan Final Season Part 2,"Action, Drama, Fantasy, Mystery, Psychological",MAPPA,12,2022,TV,86,AniList
HAIKYU!! 2nd Season,"Comedy, Drama, Sports",Production I.G,25,2015,TV,86,AniList
The Devil is a Part-Timer!,"Comedy, Fantasy, Romance, Slice of Life",Funimation,13,2013,TV,75,AniList
My Hero Academia Season 5,"Action, Adventure, Comedy, Sci-Fi",bones,25,2021,TV,73,AniList
Made in Abyss,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",Kinema Citrus,13,2017,TV,85,AniList
Is It Wrong to Try to Pick Up Girls in a Dungeon?,"Action, Adventure, Comedy, Fantasy, Romance",J.C.STAFF,13,2015,TV,73,AniList
Overlord,"Action, Adventure, Fantasy",MADHOUSE,13,2015,TV,77,AniList
Another,"Horror, Mystery, Psychological, Supernatural, Thriller",Lantis,12,2012,TV,70,AniList
JUJUTSU KAISEN 0,"Action, Supernatural",MAPPA,1,2021,MOVIE,84,AniList
Fairy Tail,"Action, Adventure, Comedy, Fantasy",TV Tokyo,175,2009,TV,71,AniList
KONOSUBA -God's blessing on this wonderful world! 2,"Adventure, Comedy, Ecchi, Fantasy",Studio DEEN,10,2017,TV,81,AniList
Soul Eater,"Action, Adventure, Comedy, Fantasy, Supernatural",bones,51,2008,TV,77,AniList
My Teen Romantic Comedy SNAFU,"Comedy, Drama, Romance, Slice of Life",Brain's Base,13,2013,TV,78,AniList
HAIKYU!! 3rd Season,"Comedy, Drama, Sports",Production I.G,10,2016,TV,87,AniList
Assassination Classroom 2,"Action, Comedy, Drama, Supernatural",Lerche,25,2016,TV,83,AniList
Dororo,"Action, Adventure, Drama, Supernatural",MAPPA,24,2019,TV,81,AniList
Gurren Lagann,"Action, Comedy, Drama, Mecha, Romance, Sci-Fi",Gainax,27,2007,TV,85,AniList
My Dress-Up Darling,"Comedy, Ecchi, Romance, Slice of Life",CloverWorks,12,2022,TV,80,AniList
Solo Leveling,"Action, Adventure, Fantasy",A-1 Pictures,12,2024,TV,82,AniList
PSYCHO-PASS,"Action, Psychological, Sci-Fi, Thriller",Production I.G,22,2012,TV,81,AniList
Re:ZERO -Starting Life in Another World- Season 2,"Action, Adventure, Drama, Fantasy, Psychological, Thriller",WHITE FOX,13,2020,TV,83,AniList
Code Geass: Lelouch of the Rebellion R2,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,25,2008,TV,87,AniList
Frieren: Beyond Journey’s End,"Adventure, Drama, Fantasy",Toho,28,2023,TV,91,AniList
Hyouka,"Mystery, Romance, Slice of Life",Kyoto Animation,22,2012,TV,79,AniList
Fate/Zero,"Action, Drama, Fantasy, Supernatural",Aniplex,13,2011,TV,81,AniList
Howl‘s Moving Castle,"Adventure, Drama, Fantasy, Romance",Studio Ghibli,1,2004,MOVIE,85,AniList
I Want to Eat Your Pancreas,"Drama, Romance, Slice of Life",Studio VOLN,1,2018,MOVIE,84,AniList
"Love, Chunibyo & Other Delusions","Comedy, Drama, Romance, Slice of Life",Kyoto Animation,12,2012,TV,75,AniList
Devilman Crybaby,"Action, Drama, Horror, Psychological, Supernatural",Science SARU,10,2018,ONA,76,AniList
Weathering With You,"Drama, Romance, Slice of Life, Supernatural",CoMix Wave,1,2019,MOVIE,81,AniList
Bakemonogatari,"Comedy, Drama, Mystery, Psychological, Romance, Supernatural",Aniplex,15,2009,TV,82,AniList
The Disastrous Life of Saiki K.,"Comedy, Slice of Life, Supernatural",J.C.STAFF,120,2016,TV_SHORT,83,AniList
Miss Kobayashi's Dragon Maid,"Comedy, Fantasy, Slice of Life",Kyoto Animation,13,2017,TV,78,AniList
JoJo's Bizarre Adventure: Stardust Crusaders,"Action, Adventure, Supernatural",David Production,24,2014,TV,79,AniList
Tower of God,"Action, Adventure, Drama, Fantasy, Mystery",Telecom Animation Film,13,2020,TV,74,AniList
The Promised Neverland Season 2,"Action, Adventure, Drama, Fantasy, Horror, Psychological, Thriller",CloverWorks,11,2021,TV,51,AniList
Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",ufotable,7,2021,TV,82,AniList
Dr. STONE: STONE WARS,"Action, Adventure, Comedy, Sci-Fi",TMS Entertainment,11,2021,TV,81,AniList
Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,"Action, Adventure, Drama, Fantasy, Supernatural",ufotable,11,2023,TV,81,AniList
Wotakoi: Love is Hard for Otaku,"Comedy, Romance, Slice of Life",A-1 Pictures,11,2018,TV,78,AniList
Seraph of the End: Vampire Reign,"Action, Drama, Fantasy, Mystery, Supernatural",WIT STUDIO,12,2015,TV,73,AniList
Noragami Aragoto,"Action, Adventure, Comedy, Supernatural",bones,13,2015,TV,80,AniList
Puella Magi Madoka Magica,"Action, Drama, Fantasy, Mahou Shoujo, Psychological, Thriller",Aniplex,12,2011,TV,83,AniList
Monster,"Drama, Horror, Mystery, Psychological, Thriller",MADHOUSE,74,2004,TV,88,AniList
BANANA FISH,"Action, Drama, Psychological, Thriller",MAPPA,24,2018,TV,83,AniList
Cyberpunk: Edgerunners,"Action, Drama, Psychological, Sci-Fi",TRIGGER,10,2022,ONA,85,AniList
SPY x FAMILY Cour 2,"Action, Comedy, Slice of Life, Supernatural",WIT STUDIO,13,2022,TV,82,AniList
Rent-a-Girlfriend,"Comedy, Drama, Romance",TMS Entertainment,12,2020,TV,66,AniList
Komi Can’t Communicate,"Comedy, Romance, Slice of Life",OLM,12,2021,TV,77,AniList
JoJo's Bizarre Adventure: Diamond is Unbreakable,"Action, Adventure, Drama, Mystery, Supernatural",David Production,39,2016,TV,84,AniList
High School DxD,"Action, Comedy, Ecchi, Fantasy, Romance",TNK,12,2012,TV,69,AniList
Tokyo Ghoul:re,"Action, Horror, Mystery, Psychological, Supernatural",Studio Pierrot,12,2018,TV,61,AniList
Fruits Basket (2019),"Comedy, Drama, Romance, Slice of Life, Supernatural",TMS Entertainment,25,2019,TV,82,AniList
To Your Eternity,"Adventure, Drama, Fantasy, Psychological, Supernatural",Brain's Base,20,2021,TV,81,AniList
That Time I Got Reincarnated as a Slime Season 2,"Action, Adventure, Comedy, Fantasy",8-bit,12,2021,TV,83,AniList
The God of High School,"Action, Comedy, Supernatural",MAPPA,13,2020,TV,69,AniList
The Quintessential Quintuplets,"Comedy, Drama, Romance, Slice of Life",Tezuka Productions,12,2019,TV,75,AniList
GOBLIN SLAYER,"Action, Adventure, Fantasy",WHITE FOX,12,2018,TV,71,AniList
Durarara!!,"Action, Mystery, Supernatural",Aniplex,24,2010,TV,79,AniList
HAIKYU!! TO THE TOP,"Comedy, Drama, Sports",Production I.G,13,2020,TV,83,AniList
Clannad,"Comedy, Drama, Romance, Slice of Life, Supernatural",Sentai Filmworks,23,2007,TV,77,AniList
Hell’s Paradise,"Action, Adventure, Mystery, Supernatural",MAPPA,13,2023,TV,80,AniList
Mushoku Tensei: Jobless Reincarnation Cour 2,"Adventure, Drama, Ecchi, Fantasy",Studio Bind,12,2021,TV,85,AniList
Oshi No Ko,"Drama, Mystery, Psychological, Supernatural",Doga Kobo,11,2023,TV,84,AniList
Princess Mononoke,"Action, Adventure, Drama, Fantasy",Studio Ghibli,1,1997,MOVIE,85,AniList
Gintama,"Action, Comedy, Drama, Sci-Fi",Sunrise,201,2006,TV,85,AniList
JoJo's Bizarre Adventure: Golden Wind,"Action, Adventure, Drama, Mystery, Supernatural",David Production,39,2018,TV,84,AniList
The Seven Deadly Sins: Revival of the Commandments,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",A-1 Pictures,24,2018,TV,73,AniList
WONDER EGG PRIORITY,"Action, Drama, Fantasy, Mystery, Psychological, Sci-Fi, Thriller",CloverWorks,12,2021,TV,74,AniList
BLUE LOCK,"Action, Drama, Sports",8-bit,24,2022,TV,80,AniList
Fire Force Season 2,"Action, Drama, Sci-Fi, Supernatural",David Production,24,2020,TV,78,AniList
Beyond the Boundary,"Action, Drama, Fantasy, Slice of Life, Supernatural",Kyoto Animation,12,2013,TV,74,AniList
Sword Art Online: Alicization,"Action, Adventure, Fantasy",A-1 Pictures,24,2018,TV,75,AniList
Maid-Sama!,"Comedy, Drama, Romance",J.C.STAFF,26,2010,TV,77,AniList
DAN DA DAN,"Action, Comedy, Drama, Romance, Sci-Fi, Supernatural",Science SARU,12,2024,TV,84,AniList
86 EIGHTY-SIX,"Action, Drama, Mecha, Sci-Fi",A-1 Pictures,11,2021,TV,82,AniList
Terror in Resonance,"Drama, Mystery, Psychological, Thriller",MAPPA,11,2014,TV,78,AniList
JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,"Action, Adventure, Drama, Supernatural",David Production,24,2015,TV,82,AniList
High School of the Dead,"Action, Drama, Ecchi, Horror, Romance, Supernatural",MADHOUSE,12,2010,TV,66,AniList
Re:ZERO -Starting Life in Another World- Season 2 Part 2,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller",WHITE FOX,12,2021,TV,84,AniList
The Pet Girl of Sakurasou,"Comedy, Drama, Romance, Slice of Life",J.C.STAFF,24,2012,TV,78,AniList
Kuroko's Basketball,"Comedy, Sports",Production I.G,25,2012,TV,78,AniList
Kaguya-sama: Love is War -Ultra Romantic-,"Comedy, Psychological, Romance, Slice of Life",Aniplex,13,2022,TV,89,AniList
K-ON!,"Comedy, Music, Slice of Life",Kyoto Animation,13,2009,TV,78,AniList
My Neighbor Totoro,"Adventure, Fantasy, Slice of Life, Supernatural",Studio Ghibli,1,1988,MOVIE,80,AniList
Samurai Champloo,"Action, Adventure, Comedy",Manglobe,26,2004,TV,84,AniList
My Teen Romantic Comedy SNAFU TOO!,"Comedy, Drama, Romance, Slice of Life",feel.,13,2015,TV,81,AniList
Elfen Lied,"Action, Drama, Ecchi, Horror, Psychological, Romance, Supernatural",VAP,13,2004,TV,68,AniList
Nisekoi,"Comedy, Romance, Slice of Life",Aniplex,20,2014,TV,73,AniList
Food Wars! The Second Plate,"Comedy, Ecchi",J.C.STAFF,13,2016,TV,79,AniList
"DON'T TOY WITH ME, MISS NAGATORO","Comedy, Romance, Slice of Life",Telecom Animation Film,12,2021,TV,70,AniList
Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Supernatural",ufotable,13,2014,TV,80,AniList
The Eminence in Shadow,"Action, Comedy, Fantasy",Nexus,20,2022,TV,81,AniList
Fullmetal Alchemist,"Action, Adventure, Drama, Fantasy",bones,51,2003,TV,79,AniList
Overlord II,"Action, Adventure, Fantasy",MADHOUSE,13,2018,TV,75,AniList
BEASTARS,"Drama, Mystery, Psychological, Romance, Slice of Life",Orange,12,2019,TV,77,AniList
Black Butler,"Action, Comedy, Fantasy, Mystery, Supernatural",Aniplex,24,2008,TV,72,AniList
My Little Monster,"Comedy, Romance, Slice of Life",TV Tokyo,13,2012,TV,72,AniList
Golden Time,"Drama, Romance",J.C.STAFF,24,2013,TV,75,AniList
The Irregular at Magic High School,"Action, Romance, Sci-Fi, Supernatural",MADHOUSE,26,2014,TV,70,AniList
The Misfit of Demon King Academy: History’s Strongest Demon King Reincarnates and Goes to School with His Descendants,"Action, Comedy, Fantasy",SILVER LINK.,13,2020,TV,72,AniList
Plastic Memories,"Drama, Romance, Sci-Fi, Slice of Life",Doga Kobo,13,2015,TV,77,AniList
Saga of Tanya the Evil,"Action, Fantasy",NUT,12,2017,TV,77,AniList
HAIKYU‼ TO THE TOP Part 2,"Comedy, Drama, Sports",Production I.G,12,2020,TV,85,AniList
Ouran High School Host Club,"Comedy, Drama, Romance, Slice of Life",bones,26,2006,TV,80,AniList
Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Supernatural",Toei Animation,291,1989,TV,80,AniList
ReLIFE,"Comedy, Drama, Romance, Slice of Life",TMS Entertainment,13,2016,ONA,78,AniList
Deadman Wonderland,"Action, Horror, Sci-Fi",Manglobe,12,2011,TV,67,AniList
The Garden of Words,"Drama, Psychological, Romance, Slice of Life",CoMix Wave,1,2013,MOVIE,75,AniList
That Time I Got Reincarnated as a Slime Season 2 Part 2,"Action, Adventure, Comedy, Fantasy",8-bit,12,2021,TV,82,AniList
5 Centimeters per Second,"Drama, Romance, Slice of Life",CoMix Wave,3,2007,MOVIE,72,AniList
Fate/Zero Season 2,"Action, Drama, Fantasy, Supernatural",Aniplex,12,2012,TV,84,AniList
Rascal Does Not Dream of a Dreaming Girl,"Drama, Psychological, Romance, Supernatural",CloverWorks,1,2019,MOVIE,84,AniList
MASHLE: MAGIC AND MUSCLES,"Action, Comedy, Fantasy",Aniplex,12,2023,TV,76,AniList
Kakegurui xx,"Drama, Mystery, Psychological",MAPPA,12,2019,TV,70,AniList
Guilty Crown,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Production I.G,22,2011,TV,69,AniList
The Ancient Magus' Bride,"Drama, Fantasy, Romance, Slice of Life, Supernatural",WIT STUDIO,24,2017,TV,78,AniList
Bungo Stray Dogs 2,"Action, Comedy, Mystery, Supernatural",bones,12,2016,TV,81,AniList
Date A Live,"Action, Comedy, Ecchi, Fantasy, Mecha, Romance, Sci-Fi",Funimation,12,2013,TV,68,AniList
Neon Genesis Evangelion: The End of Evangelion,"Action, Drama, Mecha, Psychological, Sci-Fi",Gainax,1,1997,MOVIE,85,AniList
